Area,Age,Number of Rooms,Bedrooms,Area Population,Price,Address
61590.89,7,6,4,34460.00827,1067727.10,"97941 Anderson Crest Suite 575
South Shawnside, MD 87126"
71172.49,6,6,4,23264.37052,887739.43,"93861 David Village Apt. 086
North Richardshire, OR 12991-5274"
57925.00,3,7,6,40177.87672,842924.55,"607 Ashley Square
Simmonsville, LA 76219"
75025.96,3,6,4,33970.36011,864067.06,"76711 Laura Lodge Apt. 211
South Chad, PA 10027-9358"
53080.44,5,6,2,23763.19723,508951.57,"012 Daniel Isle
Lake Brianshire, MH 44798"
64629.46,6,5,3,46877.14557,1223777.50,"1014 Chris Lakes Suite 741
South Brianfort, VA 41541"
62559.30,4,8,5,44521.76285,1029037.43,"Unit 2965 Box 1848
DPO AE 20627"
90691.21,5,7,6,20846.53982,1487997.88,"4402 Perez Way Apt. 084
Harrischester, PR 82109"
77700.59,7,9,6,38827.40581,1836419.64,"16886 Jimmy Field
Jacquelineton, NE 37257"
66141.19,5,8,4,37355.86464,1148066.81,"0934 William Centers Suite 482
Joyceville, PA 64628-1607"
79990.05,6,6,4,37816.79808,1318681.04,"569 Wilson Heights Apt. 290
Alexanderchester, TX 22003-5887"
76293.94,5,6,4,40712.39777,1174481.07,"110 Fields Viaduct Apt. 289
East Kathy, HI 18687-0225"
76255.79,6,8,3,41297.07496,1522954.94,"4363 Michael Port
Alexandraton, NE 06643-5514"
76365.18,5,9,3,19991.6334,1132146.32,"4882 Jeremy Ferry
East Sharonberg, ID 41904-9783"
73438.59,6,6,3,33285.95091,1212461.53,"4718 Lewis Mountains Apt. 367
Williamsfort, VT 57366-8184"
46474.32,7,8,5,28182.0961,864132.03,"887 Jennifer Union
North Jacqueline, GU 08025"
68562.02,6,7,3,35476.1688,1336377.83,"11493 Miles Port Apt. 517
Bradleymouth, IA 22614-9226"
63785.55,7,6,5,67353.9652,1747244.86,"USNV Roach
FPO AA 76691"
71320.87,4,7,4,47871.97184,1398353.59,"35038 Mary Court Suite 134
Port Heidi, MD 85316-8496"
93128.72,6,8,4,42100.83412,2020158.36,"Unit 7507 Box 5089
DPO AP 22014"
71833.87,6,5,3,31326.33864,877779.34,"82010 Michael Manor
Hunterborough, OK 66490"
51815.36,6,9,3,43604.79288,1255202.11,"850 Costa Trafficway Apt. 350
Turnermouth, OR 44156-7826"
69245.89,6,6,2,37597.86841,1173413.55,"229 Wright Meadows Suite 586
Jamesville, CT 35091-0067"
63765.50,7,8,5,34303.41035,1326680.24,"346 Brian Island Suite 100
Martinview, LA 68388-7139"
81844.46,5,7,6,51937.43709,1585521.99,"84036 Quinn Islands
North Debraland, MS 31006"
62798.23,6,6,3,34652.25789,1106336.84,"Unit 3403 Box 1145
DPO AA 37345"
56281.21,5,8,6,29141.73978,962501.90,"8263 Shaw Ridges Suite 890
South Evanland, AZ 95568-4663"
67059.97,7,8,5,51237.3884,1408074.53,"810 Stacey Causeway
Jeremytown, NV 90167"
58385.22,8,6,2,41930.37501,1266209.75,"1669 Evans River Suite 294
Millerport, ID 81544-1368"
70259.07,7,8,6,54050.64469,1741052.96,"4985 Tony Pass
Port Zacharyland, NJ 64442-8584"
87929.45,6,6,3,44486.38307,1636559.24,"98883 Troy Glens Apt. 152
North Glenda, LA 96590-2034"
94733.97,8,7,5,46314.69005,2318285.70,"4393 James Springs Apt. 818
Margaretview, ND 18572"
73504.89,5,9,6,47118.42063,1409892.09,"506 Solomon Gateway
Michelleville, OH 48329-3260"
78643.17,7,6,3,13889.07602,1166198.12,"USS Barnes
FPO AA 33522-4639"
78318.81,6,6,2,41569.39645,1393995.96,"487 Pierce Islands
Port Shannonfurt, MO 93719"
63639.92,6,8,5,41448.75225,1462608.70,"1545 Larry Haven
Lisaburgh, WI 82443-7047"
81728.44,6,8,6,51629.31874,1922281.31,"94005 Nicholas Throughway Suite 032
Jackhaven, VA 24159"
89551.73,6,7,2,43964.65845,1587406.30,"7561 Best Place
New Michaelton, CT 81304-0841"
49493.30,6,8,3,39909.1753,967868.51,"919 Walker Drive Suite 425
Haroldfort, NY 03461"
61461.50,5,8,4,49688.03647,1426545.97,"1669 Gray Meadows Apt. 793
South Christinafort, MN 47180"
72692.59,6,9,3,33125.49643,1725429.75,"6340 April Orchard
South Craig, SD 65854-3373"
79702.39,7,8,6,46270.33064,1753820.62,"492 Hernandez Hollow
Vargaschester, AK 64306-1547"
54994.92,5,6,2,15444.48261,321058.96,"821 Potts Spring Apt. 878
New Janice, AL 55178-7547"
57327.99,7,8,3,28945.546,1089601.88,"0703 Harding Rest
East Jo, LA 45172-7688"
74585.84,4,6,3,48051.64765,1137523.11,"6665 Victor Cliff
South Davidburgh, ND 97340"
77334.29,5,9,4,37905.98378,1371670.39,"270 Bonilla Mountains Suite 148
Brennanfurt, OH 46989-4992"
77132.80,7,6,2,47450.66815,1595620.56,"07646 Jenkins Glens
Philipville, UT 70049-6737"
96778.12,5,8,6,37480.70005,1899948.06,"715 Armstrong Burgs Suite 894
East Christopherburgh, NJ 68031-3600"
52046.54,6,6,3,41715.54558,674657.91,"378 Reyes Courts
West Joseph, ME 85342-6948"
78350.60,7,8,6,23052.84681,1555490.62,"193 Terri Bridge Suite 747
Lewisport, NE 78007-9185"
61602.04,5,7,3,45188.13964,1194191.88,"88076 Cooper Station Apt. 476
Whiteland, MP 67794"
84452.46,5,8,4,38221.13575,1482107.37,"PSC 7487, Box 2783
APO AA 75396"
84712.91,6,7,4,11072.49853,1154917.39,"9563 Martinez Road Apt. 461
Loweville, VI 15095-3171"
61492.92,6,6,3,37743.40275,1050838.70,"8136 Stephanie Knoll
East Ashleymouth, MA 20672-6561"
37971.21,4,6,3,33267.76773,31140.52,"98398 Terrance Pines
South Joshua, MT 00544-8919"
73158.74,8,9,3,25175.43125,1748864.72,"2341 Rachel Turnpike
Lake Julie, DC 21341-5283"
74622.16,7,6,3,30736.52839,1287030.93,"566 Tracy Lodge
Alexastad, IA 27350"
58956.26,7,7,6,38529.64117,1237246.15,"005 Kent Lane
West Elizabeth, NE 84405"
69253.90,6,9,3,22524.57848,1259733.64,"355 Zavala Field
South Josephview, GA 19634"
47549.64,6,8,5,43526.16153,1028914.32,"573 Christian Village
Andrewbury, IL 41004-2204"
73271.89,6,7,3,39446.31306,1388218.53,"318 Hernandez Burgs Suite 441
North Brandi, NY 50592"
61478.63,4,6,4,36837.81793,637189.96,"48724 Ryan Estate
Berryfort, DC 89338-7003"
62317.21,8,7,3,47836.24614,1717570.53,"6928 Christina Inlet
Sabrinaton, MD 21635-1363"
65464.20,5,7,4,26065.69266,729688.59,"8041 Donald Villages
West Harold, GA 09192"
87883.58,8,6,3,41012.62101,2049146.63,"PSC 2506, Box 1317
APO AE 26084"
67819.25,7,7,3,37515.539,1340705.12,"6243 Harding Summit Suite 030
Fordmouth, GA 31912"
65659.59,7,5,2,40337.23425,980983.21,"869 Acevedo Cliff Apt. 769
North Michael, NM 00441"
68827.56,6,7,2,45935.96164,1518169.44,"081 Maria Gateway Suite 913
Davidville, TN 53584-5691"
71152.76,3,7,3,40951.2393,1002840.23,"31678 Kevin Garden
Jamesside, LA 56516-6482"
80939.63,6,8,3,27771.54451,1499920.59,"7084 Turner Crossing Suite 917
New Mary, AL 17062-1557"
66860.59,8,7,5,36035.5419,1496577.46,"054 Corey Shore Apt. 224
Nataliemouth, MA 44975-6855"
64314.51,8,7,6,37217.64338,1526915.35,"96225 Evan Springs Suite 707
New Traviston, SD 22484"
63867.10,6,9,4,14522.65907,917610.89,"615 Alexander Plains Suite 955
West Alisonberg, VA 45700-1303"
81220.07,6,7,2,32859.51765,1572990.37,"638 Lee Stream Suite 784
Mcclainview, AS 53593"
60880.58,6,7,3,42877.51749,959416.44,"3052 Karen Rue
North Mark, MP 46431-8517"
66553.40,6,7,2,23632.23041,960084.00,"49944 Antonio Bridge
Spencerchester, VI 61152-1552"
72896.25,6,8,3,40426.5267,1526025.66,"6403 William Alley Suite 863
New Laura, LA 86502-4020"
59160.09,6,7,3,23252.90621,1006885.84,"PSC 6566, Box 9029
APO AP 49388"
66412.83,5,6,3,50996.64476,1105105.05,"74810 Luis Freeway Apt. 770
Shannonbury, NE 37690-1587"
67026.44,6,6,2,27677.88278,625880.73,"3881 Brown Vista
Sharonburgh, DC 35897-2870"
77151.91,8,8,4,27117.79843,1799827.22,"80069 Potter Stream
Lake Brandon, MD 94232-0817"
69799.15,6,6,4,38340.7314,1152798.58,"Unit 9088 Box 5092
DPO AP 61699-0044"
55768.79,5,6,4,47989.68021,846095.97,"0041 Brett Heights Suite 519
Annefurt, ID 69704"
81699.18,6,7,3,19502.02714,1387864.89,"762 James Lake
Philiphaven, FL 02184"
57367.83,6,9,4,47734.10221,1414286.72,"9546 Harris Drive Apt. 086
Lake Daniellechester, VT 75670"
80488.79,5,5,2,36743.26834,1273308.71,"67397 Thompson Plaza Apt. 728
Lawrencefurt, MS 06637"
68091.18,5,8,3,44557.37966,1489648.02,"1836 Shaw Lane Apt. 733
Gracetown, PW 83118-5264"
82587.59,6,7,3,55932.22273,1765988.26,"0870 Dylan Islands
Jameschester, DE 28165-2437"
57407.72,7,6,2,27117.8921,934111.64,"984 Ford Run
South Paulberg, IN 71636"
64332.47,4,8,5,30812.59819,1095879.44,"183 Joshua Squares Apt. 379
New Cory, GU 09591"
66039.74,5,9,6,15612.67721,876348.82,"4725 Briana Hill Suite 003
West Ashley, CO 79945-8862"
62397.08,6,6,3,40739.87735,854945.51,"26518 Hunt Manor
Ellisfurt, MD 25316"
84810.87,6,7,2,28392.29036,1349743.15,"25483 David Loop
Jeffreyport, ME 55376"
67051.25,4,7,3,39735.70449,970825.60,"2340 Anthony Hollow
Freemanside, MT 89267"
83907.37,6,7,3,46091.78913,1796009.50,"8244 Shawn View
New Michellebury, ND 54800-0758"
62345.82,5,6,4,41982.90667,934492.34,"704 Christina Parkway
Rebeccatown, ME 17081"
60960.46,4,8,3,28171.98501,584061.25,"238 Garcia Station
East Kevinfort, KY 10500"
68353.73,5,7,5,27804.83013,895845.57,"5833 David Avenue
Joseland, PA 37286"
58661.56,7,7,4,17467.94423,696040.13,"2947 Debbie Landing
Williamfort, ND 81224-4007"
66131.00,6,7,2,40979.53039,1204137.32,"2919 Cohen Locks Apt. 284
West Jeremystad, MP 90078"
67351.24,6,6,4,47175.78766,1413729.76,"420 Cooper Centers Apt. 190
Oneillton, PA 12326-4566"
59933.14,5,6,3,28593.00921,607873.77,"43007 David Viaduct Apt. 280
Hinesland, GU 59831"
60840.49,5,7,2,36241.30099,971099.48,"653 Elizabeth Haven Suite 794
New Gina, NV 81990-3134"
94712.12,5,5,2,49411.88783,1714055.84,"9627 Marvin Roads Suite 413
Annetteberg, GU 40249"
74469.21,7,8,3,46500.05743,1956438.65,"712 Donna Place Suite 070
South Heatherton, WI 38056-6074"
78753.39,6,9,3,50350.27065,2013015.75,"57421 Martin Union Apt. 932
Sheliabury, AK 80914-6049"
80233.23,5,7,5,26263.05496,1390497.57,"085 Solomon Avenue Apt. 122
Owenschester, HI 58030"
84473.27,5,7,4,31608.06227,1529452.06,"3637 Snyder Flats Apt. 168
Dawnbury, WA 31077-5026"
78049.60,4,6,4,42857.37096,1143215.03,"26958 Doris Turnpike Apt. 520
Gordontown, MS 10798-7400"
93178.49,6,7,6,42808.64778,1949577.95,"968 Thomas Dale
West Adrianstad, HI 03715-0829"
69949.35,5,6,4,37358.20127,1057799.24,"30791 Johnson Passage
South Chelsea, GA 08403"
85903.38,6,7,2,25593.11792,1585873.83,"043 Castillo Extension Suite 128
Robertton, NH 79785"
65283.64,6,7,4,37824.71167,1168993.76,"781 Erickson Plains Apt. 195
Ryanfurt, CT 69748"
79191.82,7,6,4,35107.13908,1431915.98,"63414 Barbara Lane Apt. 338
East Amandatown, CT 45499-4725"
72242.60,5,8,6,43987.87713,1409439.08,"626 Phyllis Pine Apt. 081
Lake Samantha, SC 71938"
63125.76,7,8,3,51218.99899,1496724.38,"82924 Cindy Islands Apt. 673
Amymouth, MD 33351-2292"
78581.26,6,7,4,50891.20239,1566567.88,"2205 David Coves Suite 961
Medinashire, LA 81653-3099"
59481.78,5,8,4,31200.96783,986113.24,"385 Cameron Drives
West Tiffanyfort, FL 72018-5556"
66770.22,5,7,4,33238.33274,885611.58,"69794 Gutierrez Forge
Derekton, KS 52626-5730"
75368.59,6,7,3,32075.26752,1102259.54,"PSC 9750, Box 8010
APO AE 32543"
60419.89,7,7,2,38272.92156,1268125.84,"3518 Justin Locks Suite 561
Bridgetport, VT 61702-9277"
78555.13,8,6,4,34514.15856,1580691.62,"00149 Raymond Knolls
New Jason, UT 75026"
82073.52,5,7,4,36337.02712,1128644.46,"59227 Caitlin Village Apt. 363
Jameshaven, SD 84032"
64254.16,5,9,4,58051.03905,1524689.06,"9055 Underwood Extensions Suite 383
Parksmouth, AS 32380"
53432.59,7,9,5,36804.94867,1176420.56,"33116 Guzman Extensions
West Jacquelineland, MA 77004"
67883.13,7,8,5,34639.41154,1456273.72,"528 Mary Stream
Hernandezfort, UT 06463-1898"
91832.99,6,8,4,31105.11339,1777516.45,"6789 Jacqueline Mount Suite 847
North Susantown, IA 57584-3307"
70670.88,7,6,3,23592.15759,1237902.82,"5319 Martin Gardens
Shaunburgh, MN 99631"
70315.43,6,6,4,49697.93279,1385783.52,"29012 Jordan Islands
Wolftown, LA 74799"
48362.98,6,8,4,49354.12973,1035125.86,"472 Hicks Park
South Michelle, VT 13422"
74022.14,7,6,4,30053.43719,1358899.69,"Unit 7807 Box 8697
DPO AA 50317"
65182.71,5,8,6,48109.1123,1311145.97,"8336 Williamson Mountain Apt. 487
Caseyshire, ID 82582-8714"
54048.69,4,8,5,42177.96629,919927.00,"855 Kimberly Flat
North Brenda, RI 86613-4043"
72283.95,5,6,4,40277.39454,985866.03,"440 Anthony Mission
South Sheilachester, NC 81707"
82476.03,5,6,3,30985.33652,1196204.89,"5431 Jessica Expressway
Wrightshire, AL 12862"
79771.83,6,7,5,30611.54333,1435981.22,"44050 Baker Light Suite 940
Mcdanielchester, NV 62238"
57236.17,4,8,3,24726.10474,752800.15,"085 Hall Hills
New Frederick, WA 81713-3087"
43952.34,5,7,4,25139.44994,324981.99,"672 Samantha Stravenue Apt. 802
Emilyshire, TX 04694"
56721.45,7,8,3,22904.14664,1127637.56,"41545 Peter Expressway Apt. 766
Carrstad, SD 26832-7957"
56654.96,5,5,3,25801.96593,239319.93,"3677 Gamble Road Apt. 473
Lake Laurie, MO 96320-4134"
40185.73,6,6,4,37766.66757,529282.08,"551 Bradley Lock Suite 096
Shanefort, MH 03266"
71227.39,7,8,4,20096.29142,1455691.80,"10454 Gonzales Summit Apt. 065
Chambersstad, AL 93059-4957"
52444.86,8,7,4,39288.46015,1371527.33,"95608 Nunez Cliffs
Millerland, PW 96516-2702"
56825.75,7,8,6,43474.77738,1231452.19,"09035 Yolanda Lakes Apt. 617
Camachoside, NV 38241"
55621.90,4,7,2,63184.61315,1102641.11,"704 Davis Valleys Suite 264
Collinstown, DE 61159"
66510.01,5,6,2,29293.61895,758262.61,"108 Wendy Heights Suite 575
South Dawntown, FL 32058"
62639.16,6,5,2,27812.68591,476971.46,"4540 Henderson Canyon Apt. 901
Turnerton, GA 09258-6031"
79452.82,6,7,4,44852.0925,1706689.94,"548 Lawrence Wells Apt. 239
West Emma, AK 13256"
83137.39,5,6,2,30482.56459,1079745.12,"Unit 1552 Box 3165
DPO AE 06786-3524"
69143.47,5,7,4,24405.28272,766594.34,"5762 Davis Islands
North Bradley, IA 86152"
68277.67,6,5,3,38099.86749,905045.22,"24421 Lang Terrace Suite 680
New Peggy, WI 56339-7796"
72251.04,7,7,4,34878.59725,1425114.72,"821 Thomas Lock
West Pamela, ME 68927-5573"
71373.98,5,7,5,51509.59929,1512542.44,"206 Hayden Pass Apt. 154
Mendozastad, SC 79371"
81503.47,7,7,3,46674.36501,1650342.13,"474 Sanford Creek
Seanmouth, MA 72287-3448"
60569.20,8,8,3,16351.20287,1112548.48,"99704 Carroll Squares
Lindatown, NH 36394"
72683.53,6,7,3,18539.1007,942508.96,"1512 Jamie Inlet Suite 784
Grimesside, ID 88370-3426"
73763.57,6,8,4,38550.70736,1642844.65,"769 Alexander Ranch
Clarkberg, MS 67017"
75780.62,5,7,4,34944.98176,1078713.23,"514 Hanson Garden Suite 188
Hamiltonstad, NC 25641-9151"
77882.88,6,7,6,27528.74642,1333865.44,"4594 Megan Fall Suite 136
East Jaredfurt, MA 40874"
70608.37,4,7,3,24387.6079,684049.92,"4178 Mcneil Lights
North Dawnshire, PA 34945-8793"
67782.87,6,8,6,46608.22612,1311067.45,"57864 Andrew Ranch Suite 556
North Alishafurt, AK 32981-0368"
57714.75,5,8,5,53100.99891,1172133.49,"107 Reid Estate Suite 323
Johnstad, MI 66292-5193"
88613.87,3,8,5,42905.09538,1419536.26,"611 Lauren Flat Suite 569
Lake Mary, IN 77960-4493"
73559.43,6,7,4,34374.5912,1288426.69,"37058 Chris Route
South William, VT 39597"
81775.63,6,7,6,30070.72806,1500939.83,"879 Jones Dale Apt. 502
West Kristin, UT 41479-6892"
42462.10,6,8,4,42191.77602,1000087.12,"5860 Angela Landing
Port Phillip, RI 06555-6716"
72096.85,6,9,3,31584.37937,1457767.53,"44822 Little Lake
Waynetown, PA 79649-4781"
43922.00,6,7,5,42250.79603,747933.49,"3112 Wells Parkway Apt. 414
South Emilychester, MD 63012"
64114.96,7,7,3,25273.20785,1024738.29,"092 Melanie Vista Suite 316
Lake Kathystad, ND 52672-8629"
77573.87,5,8,3,39055.11426,1517666.86,"6481 Cox Island
Angelastad, PW 67519-1207"
70036.83,6,6,2,25064.26712,953840.70,"537 Petersen Common Suite 992
East Marymouth, MP 64010"
71183.74,5,7,4,46955.01013,1375497.97,"1442 Elizabeth Rue
North Jasmine, ID 74627-1634"
67315.60,7,9,4,37811.20888,1645530.06,"30425 Steven Loop Apt. 820
Alexiston, VA 51592-3127"
72813.80,9,8,3,35014.84821,1727006.95,"309 Ortiz Burg Suite 125
West Lisa, VI 49031-0820"
73023.33,6,8,5,40512.89327,1597330.41,"981 Tabitha Point
Candiceland, IN 88442-5459"
67569.88,7,7,4,49054.8713,1688279.31,"27060 Angela Pines
South Amber, IN 40642-8983"
69972.85,6,7,4,37815.49404,1398310.20,"8056 Angie Plains Suite 840
Hallbury, AK 63242-2700"
73231.05,5,5,3,40788.10928,1100093.91,"27298 Lauren Square
Jenniferchester, AZ 53597-7001"
80577.73,6,8,5,36463.03327,1505560.54,"9947 Williams Mountains
West David, MT 44384"
64754.57,8,6,2,27143.01692,1105990.69,"000 Todd Pines
Ashleyberg, KY 90207-1179"
55435.64,5,8,5,23503.16064,789043.85,"791 Kelly Street
Stanleyton, NV 10317"
65510.66,4,5,2,45111.81139,756319.73,"PSC 2733, Box 2603
APO AE 48198-5637"
82855.94,7,8,5,36954.33556,1856782.78,"82519 Natalie Divide Suite 931
North Alfredside, AR 41817"
89338.45,4,7,3,41264.90672,1222020.82,"15919 Anthony Center Suite 276
Cunninghamville, IA 87691-3881"
45990.12,7,7,3,41553.83956,1043968.40,"237 Stephanie Corner
West Thomas, FL 46330"
76801.50,6,7,5,48481.66451,1673294.25,"69955 Kenneth Garden
Brandonstad, GU 24710-6505"
61606.92,7,6,2,40496.06977,1325860.53,"Unit 9785 Box 0790
DPO AP 60371-0797"
65428.31,7,8,5,33141.30823,1236044.32,"89223 Walter Roads
New Michelle, NE 63488-7495"
56697.59,6,6,2,37973.36334,1030759.70,"981 Gray Way Suite 788
Juliefurt, SC 97233"
92151.67,6,7,2,37067.68246,1609581.80,"53516 Michael Greens
South Scottbury, MP 82773"
78555.93,6,6,3,29758.99972,1292287.10,"6513 Terrell Camp Suite 520
South Tiffanytown, TX 35726"
72204.16,5,8,5,28943.15764,1057697.70,"565 Lee Glens Suite 921
Austinland, MI 07393"
51741.87,8,4,2,32730.92971,768152.79,"107 Archer Inlet
South Megan, ME 03090"
71082.11,8,7,4,31327.51888,1513427.55,"967 Susan Union Apt. 653
Costastad, IA 98079-8428"
71328.70,7,7,4,28053.0164,1429497.62,"510 Williams Inlet Apt. 674
New Timothymouth, TN 72339"
67150.06,6,8,3,39917.87889,1376969.93,"16913 John Fall
New Lisa, NM 04867-0517"
59777.37,5,6,2,37836.51782,614700.74,"73229 Andrew Trace
Alyssastad, WA 60269-5659"
62725.40,6,7,5,19750.68908,780608.99,"812 Salazar Ford
Tylerhaven, MI 62448-7958"
65533.41,6,7,4,25002.19225,856548.94,"PSC 4589, Box 3480
APO AA 84355-0532"
78293.70,6,7,2,47125.53294,1656080.09,"3114 Garcia Centers
Bettyport, SD 06524-6877"
74371.34,7,7,4,33186.70176,1249914.08,"784 Gray Gardens Suite 341
West Michael, WA 27160"
56664.40,7,6,2,28364.28666,817460.42,"7022 Smith Cliffs Apt. 317
Moseschester, MI 12476-3003"
60058.91,6,6,4,33581.82371,990893.16,"37513 Robert Courts
New Sarahfurt, PR 15188"
63757.05,6,8,4,27244.43911,972079.59,"5098 Pittman Spring Apt. 987
Heathershire, CO 24944"
81026.61,6,8,4,24407.24318,1349989.65,"USCGC Johnson
FPO AA 50443-5069"
83683.36,6,7,3,38399.83571,1303542.28,"715 Jones Glens
New Melanieborough, DC 66078"
56103.92,5,4,3,41330.60856,593766.18,"7291 Tammy Run
Farrellside, HI 31913-1175"
67454.21,5,8,4,49237.40432,1243918.81,"206 Huang Junction Suite 611
West Samanthashire, NH 29756"
67631.24,8,6,2,24624.6478,1395855.66,"3127 Melanie Neck Apt. 951
Davisbury, DE 43748"
52988.03,7,7,3,37791.01751,1112314.30,"775 Leach Shore Apt. 133
West Donaldside, FL 03465-3770"
59549.91,7,6,2,14906.24662,850010.18,"2196 Lowe Glen
Mitchellfurt, ME 99955-5825"
58832.50,6,8,5,30200.10651,931787.62,"93907 Gross Mall Apt. 112
Randyport, ND 03786"
76717.37,5,6,4,34944.0686,1011140.80,"39152 Henderson Lights Suite 980
New Michaelfort, MH 75123-0177"
73422.83,5,5,3,50997.64971,1190442.12,"71055 Margaret Stravenue
Jesusshire, FM 69643-5179"
59128.32,6,6,2,45592.38758,916140.22,"2497 Williams Meadows
Lake Meganton, OK 76795"
65614.78,5,8,7,39353.68393,1222045.09,"55752 Erica Springs
South Deborahberg, AK 58067-2651"
68851.40,7,7,2,22121.54729,1232156.01,"4756 Christopher Lane
Lake Lauraborough, MT 35794-4306"
43531.86,6,7,2,37388.8526,652752.97,"12008 Lee Parkway Suite 046
Summerston, CT 95726-5540"
53763.53,7,8,5,32306.66852,1219846.92,"34265 Coleman Flats
Rothfort, KY 38490"
68948.41,8,8,5,40078.54357,2050988.50,"61907 Jeffrey Street Suite 887
Cummingsberg, IN 54323-4230"
70795.30,6,8,3,29887.45168,1359052.85,"370 Huynh Turnpike
Troyfort, NH 25371"
72443.69,5,8,6,31190.6707,1308773.08,"795 Mathis Valley
Lake Judyhaven, OK 97082-1217"
82781.65,6,8,4,39587.95296,1573998.90,"064 Eric Isle
West Carlos, MS 38813-0363"
67428.64,5,8,6,40897.02521,1182980.60,"PSC 1211, Box 3865
APO AA 83963"
65841.31,6,6,2,48253.27664,1029861.62,"92901 Ray Green Apt. 953
Ricehaven, FL 10526-1650"
72257.51,5,7,4,33543.04806,1085943.08,"894 Kelley Forks Apt. 702
Port Joanne, AR 01028"
74243.75,6,8,4,40328.23344,1713351.39,"PSC 6960, Box 0333
APO AA 78454-0482"
71758.59,6,7,2,42115.14602,1297619.35,"PSC 0599, Box 0119
APO AP 10621"
67511.13,7,7,3,23162.54734,1096052.87,"3419 Smith Orchard Suite 230
Port Jacob, DC 58275-0126"
71301.01,7,8,4,44869.50695,1920527.53,"1039 Douglas Creek
Lake Sarah, RI 65939-0004"
55784.48,8,6,2,29304.17222,1035171.06,"424 Crystal Landing Suite 616
Port Garystad, KS 50589-4622"
66840.70,7,7,6,32705.94933,1218011.06,"628 Peterson Locks Suite 809
Meyermouth, KY 45309"
58098.05,7,6,3,43299.01077,1106705.01,"USS Noble
FPO AA 64897-0998"
66252.14,5,6,3,33656.23096,664978.87,"38431 Gomez Motorway
Patriciahaven, AS 32966"
73226.20,7,7,4,30464.04404,1316129.31,"77306 Ann Plains
Toddchester, VT 06518-1374"
70138.51,6,7,4,33434.11259,1398760.05,"PSC 2070, Box 5168
APO AA 16531-0242"
65041.69,6,6,4,14486.82595,759799.88,"949 Joshua Route Suite 675
Luiston, AR 44078"
68167.08,6,7,2,13977.62978,776906.33,"227 Willis Divide
Petersview, ID 30955"
61300.75,6,8,4,29408.94639,971928.99,"791 Emily Key
North Alexandria, GU 40441-0920"
65175.55,7,7,3,29829.0628,1180091.50,"5837 Aguilar Parks
Tanyashire, FM 11641"
79037.52,6,7,2,30037.99135,1201785.67,"04705 Pacheco Fields
West Stephanie, SC 35286"
75985.80,6,7,5,50003.08659,1591234.77,"2680 Jennifer Extensions Apt. 775
North Mike, AK 44839"
